,title,score,review_num,keyword,category
122,부동산 투자의 정석(10년 후에도 변하지 않을),9.3,168,"['투자자', '투자전략', '주식투자', '재테크', '레버리지', '투자처']",경제/경영
123,아기곰의 재테크 불변의 법칙(refresh)(전면개정판),9.6,52,"['부동산', '투자자', '투자가이드', '산업 혁명', '자산관리', '주식 시장']",경제/경영
124,부의 시작,9.8,17,"['주식투자', '재테크', '투자 전략', '업종', '종목', '전기차']",경제/경영
125,한경무크 8대 증권사 추천 해외 명품 주식 50선,9.9,15,"['주식투자', '재테크', '투자자', '경제', '투자', '기업']",경제/경영
126,2022 트렌드 노트,10.0,3,"['브랜드', '경제전망', '마케팅전략', '빅데이터', '재테크', '데이터']",경제/경영
127,1억 이하 소액 아파트 투자의 법칙,0.0,0,"['투자자', '매매', '파이프라인', '집값', '학군', '압구정']",경제/경영
128,최고의 투자,10.0,1,"['투자자', '업종', '성장', '성공', '베어링', '니어']",경제/경영
129,부자 아빠 가난한 아빠. 2(개정판),9.3,161,"['투자가', '투자가이드', '개인', '자산관리', '돈 관리', '사업가']",경제/경영
130,엘리어트 파동이론,8.9,58,"['주식투자', '투자자', '주식 시장', '파이낸셜', '폭락', '기술적분석']",경제/경영
131,2022 콘텐츠가 전부다,10.0,1,"['수익', '블록체인', '크리에이터', '팬덤', '글로벌', '이코노미']",경제/경영
132,메타버스 경영,10.0,10,"['인공지능', '중국', '투자 전략', '블록체인', '한국 기업', '미국']",경제/경영
133,리더 디퍼런트,9.5,41,"['기업경영', '리더십', '조직문화', '기업 문화', '밀레 니얼 세대', '경영관리']",경제/경영
134,모바일 미래보고서 2022,9.2,23,"['커머스', '기술', '스트리밍', '글로벌 기업', '메타', '산업']",경제/경영
135,네이버쇼핑 스마트스토어로 상위노출 하라,9.8,551,"['커머스', '로직', '순위', '셀러', '랭킹', '알고리즘']",경제/경영
136,진짜 부자들의 돈 쓰는 법,9.9,22,"['재테크', '스위치', '어린아이', '욕망', '인맥', '시계']",경제/경영
137,경제학 오디세이(양장본 HardCover),9.4,9,"['경제학자', '행동경제학', '의사 결정', '신고전주의', '해리', '수학 교재']",경제/경영
138,평생 부자로 사는 주식투자,9.5,72,"['주식투자', '성공', '수익', '초보 투자자', '코로나', '노하우']",경제/경영
139,서민갑부: 절대 망하지 않는 창업&영업 전략 공개,8.7,17,"['마케팅', '손글씨', '소자본', '골리앗', '경매', '뜨개']",경제/경영
